model_type,	noise,angle,sig_frac,n_epochs,train_time,epochs,eval_acc,train_acc,test_acc,eval_loss,train_loss,test_loss,weighted_n_events,n_raw_bkgd,n_raw_sig,n_pass_bkgd,n_pass_sig,raw_signif,pass_signif
regress,	0.2,1.4,0.0562,1000,24.3269,406,0.8039,0.8038,0.8039,0.2761,0.3125,0.2735,100000,12690,5553,499,4119,41.113,60.613
regress,	0.2,1.4,0.0562,1000,25.2274,420,0.7883,0.7882,0.7883,0.2797,0.3169,0.2773,100000,12673,5567,728,4315,41.220,60.763
regress,	0.2,1.4,0.0562,1000,29.3211,488,0.8050,0.8050,0.8051,0.2699,0.3043,0.2778,100000,12612,5546,671,4263,41.157,60.690
regress,	0.2,1.4,0.0562,1000,36.6773,605,0.8099,0.8099,0.8099,0.2699,0.3052,0.2754,100000,12690,5547,571,4244,41.075,61.161
regress,	0.2,1.4,0.0562,1000,28.3042,466,0.7947,0.7946,0.7947,0.2797,0.3182,0.2721,100000,12695,5550,1051,4531,41.089,60.646
regress,	0.2,1.4,0.0562,1000,35.9564,600,0.8094,0.8094,0.8095,0.2778,0.3099,0.2644,100000,12830,5557,628,4231,40.981,60.697
regress,	0.2,1.4,0.0562,1000,29.0946,487,0.8036,0.8035,0.8036,0.2746,0.3109,0.2669,100000,12652,5548,472,4036,41.125,60.112
regress,	0.2,1.4,0.0562,1000,35.4534,591,0.8008,0.8007,0.8008,0.2698,0.3065,0.2750,100000,12606,5551,429,4081,41.195,60.768
regress,	0.2,1.4,0.0562,1000,27.4172,453,0.7878,0.7877,0.7878,0.2747,0.3129,0.2745,100000,12565,5544,587,4218,41.198,60.850
regress,	0.2,1.4,0.0562,1000,28.9014,481,0.7902,0.7901,0.7902,0.2731,0.3059,0.2779,100000,12827,5544,1142,4524,40.903,60.101
regress,	0.2,1.4,0.0562,1000,32.6128,541,0.7974,0.7974,0.7975,0.2746,0.3093,0.2724,100000,12898,5546,803,4343,40.837,60.542
regress,	0.2,1.4,0.0562,1000,27.8600,464,0.7942,0.7941,0.7942,0.2723,0.3098,0.2825,100000,12636,5560,961,4526,41.218,61.101
regress,	0.2,1.4,0.0562,1000,31.5622,522,0.8010,0.8010,0.8011,0.2756,0.3131,0.2749,100000,12760,5532,763,4280,40.903,60.270
regress,	0.2,1.4,0.0562,1000,31.9594,532,0.7851,0.7850,0.7851,0.2680,0.3065,0.2762,100000,12484,5566,642,4315,41.429,61.287
regress,	0.2,1.4,0.0562,1000,29.1459,486,0.7988,0.7987,0.7988,0.2755,0.3120,0.2801,100000,12735,5553,831,4364,41.062,60.547
regress,	0.2,1.4,0.0562,1000,30.1784,499,0.8154,0.8154,0.8154,0.2733,0.3088,0.2790,100000,12595,5557,1623,4809,41.246,59.963
regress,	0.2,1.4,0.0562,1000,30.7683,510,0.8137,0.8137,0.8138,0.2813,0.3094,0.2754,100000,12557,5542,601,4248,41.194,61.004
regress,	0.2,1.4,0.0562,1000,28.1221,466,0.7997,0.7996,0.7997,0.2775,0.3122,0.2705,100000,12667,5541,1255,4666,41.064,60.638
regress,	0.2,1.4,0.0562,1000,32.4774,539,0.8134,0.8134,0.8135,0.2802,0.3156,0.2682,100000,12438,5543,752,4361,41.337,60.989
binary_softmax,	0.2,1.4,0.0562,1000,24.4746,399,0.7928,0.7927,0.7928,0.2721,0.3069,0.2776,100000,12684,5557,1541,4777,41.145,60.099
binary_softmax,	0.2,1.4,0.0562,1000,30.0393,493,0.8073,0.8073,0.8073,0.2707,0.3078,0.2654,100000,12773,5563,1485,4801,41.082,60.554
binary_softmax,	0.2,1.4,0.0562,1000,29.7898,491,0.8043,0.8042,0.8043,0.2723,0.3089,0.2729,100000,12482,5547,1495,4731,41.312,59.958
binary_softmax,	0.2,1.4,0.0562,1000,31.1799,514,0.8177,0.8177,0.8178,0.2758,0.3105,0.2769,100000,12627,5540,1875,4863,41.102,59.243
binary_softmax,	0.2,1.4,0.0562,1000,22.7873,372,0.7996,0.7995,0.7996,0.2743,0.3111,0.2783,100000,12542,5547,1807,4938,41.243,60.126
binary_softmax,	0.2,1.4,0.0562,1000,29.8242,493,0.7943,0.7943,0.7944,0.2807,0.3126,0.2729,100000,12649,5525,1678,4816,40.983,59.763
binary_softmax,	0.2,1.4,0.0562,1000,27.8109,458,0.8055,0.8054,0.8055,0.2698,0.3098,0.2747,100000,12660,5542,1397,4731,41.078,60.436
binary_softmax,	0.2,1.4,0.0562,1000,29.4624,484,0.8163,0.8162,0.8163,0.2664,0.3004,0.2668,100000,12488,5552,1557,4778,41.336,60.031
binary_softmax,	0.2,1.4,0.0562,1000,28.3993,466,0.7977,0.7976,0.7977,0.2756,0.3141,0.2722,100000,12671,5559,1642,4814,41.172,59.913
binary_softmax,	0.2,1.4,0.0562,1000,31.5889,521,0.8076,0.8075,0.8076,0.2755,0.3064,0.2762,100000,12743,5546,1561,4733,41.010,59.659
binary_softmax,	0.2,1.4,0.0562,1000,27.5234,448,0.8057,0.8056,0.8057,0.2761,0.3109,0.2735,100000,12751,5552,1650,4812,41.038,59.861
binary_softmax,	0.2,1.4,0.0562,1000,28.8971,477,0.8070,0.8070,0.8071,0.2719,0.3081,0.2659,100000,12691,5557,1768,4904,41.137,60.037
binary_softmax,	0.2,1.4,0.0562,1000,32.3440,534,0.8130,0.8130,0.8130,0.2731,0.3070,0.2736,100000,12623,5547,1317,4704,41.151,60.622
binary_softmax,	0.2,1.4,0.0562,1000,29.1711,480,0.8035,0.8034,0.8035,0.2812,0.3135,0.2802,100000,12724,5557,1782,4866,41.100,59.680
binary_softmax,	0.2,1.4,0.0562,1000,28.9598,477,0.7981,0.7980,0.7981,0.2705,0.3065,0.2669,100000,12770,5552,1626,4817,41.017,60.011
binary_softmax,	0.2,1.4,0.0562,1000,28.7997,473,0.8010,0.8010,0.8010,0.2704,0.3054,0.2729,100000,12776,5546,1697,4807,40.973,59.605
binary_softmax,	0.2,1.4,0.0562,1000,30.5057,503,0.8108,0.8107,0.8108,0.2705,0.3025,0.2677,100000,12960,5559,1776,4883,40.850,59.839
binary_softmax,	0.2,1.4,0.0562,1000,28.9179,477,0.8129,0.8129,0.8129,0.2699,0.3053,0.2786,100000,12723,5544,1764,4887,41.019,59.924
binary_softmax,	0.2,1.4,0.0562,1000,28.3710,465,0.7973,0.7973,0.7974,0.2736,0.3086,0.2796,100000,12682,5538,1783,4913,41.028,60.040
binary_softmax,	0.2,1.4,0.0562,1000,28.5833,474,0.8065,0.8065,0.8066,0.2736,0.3113,0.2779,100000,12747,5564,1677,4821,41.118,59.806
relegator,	0.2,1.4,0.0562,1000,30.4150,420,0.7687,0.7686,0.7687,0.4061,0.4565,0.4117,100000,12550,5552,1130,4651,41.265,61.171
relegator,	0.2,1.4,0.0562,1000,27.6991,381,0.7568,0.7567,0.7568,0.4072,0.4571,0.4047,100000,12740,5557,1120,4610,41.082,60.901
relegator,	0.2,1.4,0.0562,1000,31.2013,432,0.7812,0.7811,0.7813,0.4063,0.4472,0.4147,100000,12428,5529,1231,4627,41.260,60.454
relegator,	0.2,1.4,0.0562,1000,28.0128,390,0.7574,0.7573,0.7574,0.4145,0.4620,0.4108,100000,12592,5547,1160,4568,41.186,60.357
relegator,	0.2,1.4,0.0562,1000,26.5573,367,0.7882,0.7881,0.7883,0.4061,0.4542,0.4084,100000,12753,5565,1252,4655,41.117,60.567
relegator,	0.2,1.4,0.0562,1000,29.0574,402,0.7878,0.7877,0.7878,0.4076,0.4500,0.4129,100000,12885,5551,1178,4612,40.883,60.611
relegator,	0.2,1.4,0.0562,1000,25.4237,351,0.7652,0.7651,0.7652,0.4074,0.4561,0.4084,100000,12569,5545,1297,4638,41.200,60.203
relegator,	0.2,1.4,0.0562,1000,27.1724,373,0.7687,0.7686,0.7688,0.4089,0.4583,0.4116,100000,12647,5547,1082,4547,41.124,60.605
relegator,	0.2,1.4,0.0562,1000,28.7134,397,0.7263,0.7261,0.7263,0.4082,0.4502,0.4123,100000,12785,5539,1219,4657,40.919,60.753
relegator,	0.2,1.4,0.0562,1000,31.0199,430,0.7486,0.7485,0.7486,0.4048,0.4539,0.4313,100000,12913,5562,1075,4542,40.920,60.603
relegator,	0.2,1.4,0.0562,1000,26.7107,369,0.7616,0.7615,0.7617,0.4028,0.4532,0.4294,100000,12854,5534,1541,4752,40.810,59.903
relegator,	0.2,1.4,0.0562,1000,28.9971,399,0.7698,0.7697,0.7698,0.4029,0.4547,0.3894,100000,12799,5547,1278,4627,40.953,60.213
relegator,	0.2,1.4,0.0562,1000,28.0823,389,0.7752,0.7751,0.7752,0.4126,0.4638,0.4045,100000,12757,5552,938,4504,41.031,61.055
relegator,	0.2,1.4,0.0562,1000,25.6243,352,0.7855,0.7854,0.7855,0.4086,0.4524,0.4168,100000,12550,5550,1280,4636,41.253,60.274
relegator,	0.2,1.4,0.0562,1000,25.5152,352,0.7539,0.7538,0.7540,0.4168,0.4602,0.4115,100000,12840,5559,1253,4624,40.983,60.317
relegator,	0.2,1.4,0.0562,1000,30.8088,427,0.7553,0.7551,0.7553,0.4070,0.4567,0.3962,100000,12685,5544,1252,4676,41.062,60.732
relegator,	0.2,1.4,0.0562,1000,27.1764,375,0.7487,0.7486,0.7488,0.4091,0.4533,0.4071,100000,12789,5550,1280,4655,40.983,60.424
relegator,	0.2,1.4,0.0562,1000,26.7601,370,0.7085,0.7083,0.7086,0.4115,0.4581,0.4241,100000,12721,5562,1425,4680,41.135,59.897
relegator,	0.2,1.4,0.0562,1000,24.7031,342,0.7353,0.7351,0.7353,0.4143,0.4527,0.4110,100000,12805,5545,1355,4649,40.934,59.998
relegator,	0.2,1.4,0.0562,1000,32.8675,453,0.7820,0.7819,0.7820,0.4022,0.4595,0.4165,100000,12826,5553,1342,4683,40.961,60.332
relegator_factor,	0.2,1.4,0.0562,1000,32.8843,461,0.6881,0.6880,0.6882,0.0377,0.0469,0.0397,100000,12737,5545,1019,4494,41.010,60.526
relegator_factor,	0.2,1.4,0.0562,1000,28.5743,398,0.7935,0.7934,0.7935,0.0361,0.0431,0.0390,100000,12756,5542,1068,4524,40.970,60.498
relegator_factor,	0.2,1.4,0.0562,1000,26.1881,364,0.7406,0.7404,0.7406,0.0398,0.0483,0.0407,100000,12757,5541,1061,4493,40.962,60.288
relegator_factor,	0.2,1.4,0.0562,1000,27.8277,386,0.7668,0.7667,0.7668,0.0419,0.0506,0.0432,100000,12859,5554,1393,4672,40.930,59.991
relegator_factor,	0.2,1.4,0.0562,1000,30.2358,423,0.6945,0.6943,0.6946,0.0410,0.0499,0.0398,100000,12716,5567,996,4466,41.172,60.429
relegator_factor,	0.2,1.4,0.0562,1000,30.1153,420,0.6862,0.6860,0.6862,0.0386,0.0453,0.0417,100000,12746,5560,1004,4488,41.094,60.560
relegator_factor,	0.2,1.4,0.0562,1000,30.4421,424,0.7545,0.7544,0.7545,0.0371,0.0449,0.0386,100000,12674,5542,1171,4553,41.062,60.179
relegator_factor,	0.2,1.4,0.0562,1000,32.1308,445,0.7787,0.7786,0.7787,0.0378,0.0455,0.0361,100000,12676,5561,1120,4530,41.179,60.266
relegator_factor,	0.2,1.4,0.0562,1000,28.8493,402,0.7512,0.7510,0.7512,0.0389,0.0473,0.0389,100000,12597,5556,927,4429,41.237,60.518
relegator_factor,	0.2,1.4,0.0562,1000,31.4984,437,0.7648,0.7647,0.7648,0.0360,0.0452,0.0398,100000,12662,5560,1162,4573,41.189,60.386
relegator_factor,	0.2,1.4,0.0562,1000,32.3757,454,0.7366,0.7365,0.7367,0.0365,0.0449,0.0370,100000,12758,5554,983,4475,41.043,60.573
relegator_factor,	0.2,1.4,0.0562,1000,37.5717,524,0.6622,0.6620,0.6622,0.0356,0.0426,0.0394,100000,12656,5548,1065,4488,41.120,60.227
relegator_factor,	0.2,1.4,0.0562,1000,24.1572,336,0.7649,0.7647,0.7649,0.0392,0.0470,0.0396,100000,12480,5560,1109,4525,41.396,60.285
relegator_factor,	0.2,1.4,0.0562,1000,31.7056,440,0.7614,0.7613,0.7614,0.0362,0.0455,0.0379,100000,12460,5547,963,4460,41.337,60.564
relegator_factor,	0.2,1.4,0.0562,1000,28.3375,394,0.6955,0.6953,0.6956,0.0394,0.0477,0.0395,100000,12621,5564,1119,4546,41.260,60.399
relegator_factor,	0.2,1.4,0.0562,1000,34.5037,478,0.7585,0.7584,0.7585,0.0379,0.0467,0.0372,100000,12656,5546,1065,4536,41.107,60.609
relegator_factor,	0.2,1.4,0.0562,1000,28.8863,405,0.7421,0.7420,0.7422,0.0365,0.0446,0.0358,100000,12645,5545,1052,4522,41.114,60.569
relegator_factor,	0.2,1.4,0.0562,1000,32.8636,460,0.7644,0.7643,0.7644,0.0362,0.0450,0.0400,100000,12643,5539,1071,4530,41.078,60.529
relegator_factor,	0.2,1.4,0.0562,1000,31.3244,438,0.7646,0.7645,0.7647,0.0361,0.0458,0.0396,100000,12653,5562,995,4526,41.211,60.912
relegator_factor,	0.2,1.4,0.0562,1000,36.5865,513,0.7767,0.7766,0.7767,0.0349,0.0429,0.0339,100000,12840,5549,970,4425,40.920,60.245
relegator_diff,	0.2,1.4,0.0562,1000,26.9004,376,0.6367,0.6367,0.6367,-11.4341,-9.0772,-10.7200,100000,12569,5568,89,3369,41.344,57.291
relegator_diff,	0.2,1.4,0.0562,1000,24.4972,342,0.7503,0.7503,0.7504,-10.7197,-8.7687,-10.3747,100000,12682,5536,110,3309,41.015,56.591
relegator_diff,	0.2,1.4,0.0562,1000,25.0534,349,0.5827,0.5824,0.5828,-11.2115,-9.0038,-10.6794,100000,12888,5552,84,3330,40.885,56.992
relegator_diff,	0.2,1.4,0.0562,1000,25.9996,365,0.7246,0.7245,0.7247,-10.8441,-8.6720,-10.7309,100000,12811,5552,106,3161,40.971,55.303
relegator_diff,	0.2,1.4,0.0562,1000,28.8806,405,0.7318,0.7318,0.7319,-11.1684,-8.8329,-10.9592,100000,12572,5552,107,3424,41.240,57.622
relegator_diff,	0.2,1.4,0.0562,1000,23.4954,328,0.7190,0.7189,0.7190,-10.7591,-8.5554,-11.0471,100000,12544,5551,108,3397,41.266,57.379
relegator_diff,	0.2,1.4,0.0562,1000,28.7212,400,0.6902,0.6901,0.6902,-11.3628,-9.1303,-11.1347,100000,12631,5556,99,3330,41.199,56.867
relegator_diff,	0.2,1.4,0.0562,1000,25.8873,364,0.7388,0.7388,0.7389,-11.3130,-8.9430,-10.7270,100000,12571,5552,91,3398,41.241,57.527
relegator_diff,	0.2,1.4,0.0562,1000,24.9268,346,0.4342,0.4343,0.4341,-11.0206,-8.8753,-10.6796,100000,12707,5562,109,3371,41.150,57.144
relegator_diff,	0.2,1.4,0.0562,1000,23.0262,322,0.7461,0.7460,0.7461,-11.0537,-8.8228,-11.0752,100000,12785,5547,99,3288,40.969,56.497
relegator_diff,	0.2,1.4,0.0562,1000,26.7599,376,0.7187,0.7186,0.7187,-11.3683,-8.8674,-11.4637,100000,12631,5549,64,3264,41.155,56.579
relegator_diff,	0.2,1.4,0.0562,1000,25.1017,349,0.7111,0.7109,0.7111,-10.6760,-8.5987,-10.2044,100000,12775,5546,96,3365,40.974,57.198
relegator_diff,	0.2,1.4,0.0562,1000,28.6369,399,0.7289,0.7288,0.7289,-11.1316,-8.9580,-10.9275,100000,12799,5554,84,3265,40.997,56.419
relegator_diff,	0.2,1.4,0.0562,1000,26.5626,370,0.7040,0.7039,0.7041,-10.7108,-8.5684,-10.8998,100000,12518,5554,78,3315,41.315,56.910
relegator_diff,	0.2,1.4,0.0562,1000,25.4153,356,0.7322,0.7321,0.7323,-10.9469,-8.8661,-10.5561,100000,12555,5557,112,3388,41.291,57.268
relegator_diff,	0.2,1.4,0.0562,1000,23.4621,326,0.7151,0.7149,0.7151,-10.8101,-8.4050,-10.6813,100000,12937,5548,99,3421,40.806,57.661
relegator_diff,	0.2,1.4,0.0562,1000,27.1578,379,0.7256,0.7255,0.7256,-11.1183,-8.9017,-10.5783,100000,12739,5551,110,3422,41.045,57.580
relegator_diff,	0.2,1.4,0.0562,1000,26.8650,375,0.7379,0.7379,0.7380,-10.9797,-8.8902,-11.7508,100000,12800,5537,80,3291,40.889,56.682
relegator_diff,	0.2,1.4,0.0562,1000,25.9579,363,0.7153,0.7152,0.7154,-11.1281,-8.7551,-10.9103,100000,12795,5576,74,3320,41.139,56.988
relegator_diff,	0.2,1.4,0.0562,1000,24.4554,343,0.3865,0.3867,0.3865,-10.9880,-8.9809,-11.1519,100000,12486,5542,68,3165,41.276,55.664
regress,	0.2,1.4,0.1,1000,33.6890,561,0.8018,0.8018,0.8019,0.2708,0.3071,0.2817,100000,12046,9863,857,7863,66.634,84.203
regress,	0.2,1.4,0.1,1000,27.1177,449,0.8009,0.8009,0.8010,0.2742,0.3096,0.2705,100000,12120,9880,1641,8713,66.611,85.628
regress,	0.2,1.4,0.1,1000,32.0740,533,0.8082,0.8081,0.8082,0.2735,0.3084,0.2701,100000,12229,9890,2564,9283,66.499,85.287
regress,	0.2,1.4,0.1,1000,34.9428,585,0.7971,0.7970,0.7971,0.2785,0.3120,0.2754,100000,11988,9869,2715,9351,66.754,85.129
regress,	0.2,1.4,0.1,1000,33.0431,546,0.8071,0.8071,0.8072,0.2745,0.3083,0.2690,100000,12056,9867,2327,9209,66.640,85.740
regress,	0.2,1.4,0.1,1000,26.9775,447,0.8017,0.8017,0.8018,0.2748,0.3078,0.2816,100000,12089,9875,1908,8879,66.632,85.490
regress,	0.2,1.4,0.1,1000,29.0587,485,0.7879,0.7878,0.7880,0.2739,0.3076,0.2864,100000,11966,9864,1547,8515,66.762,84.887
regress,	0.2,1.4,0.1,1000,28.7166,479,0.7932,0.7931,0.7932,0.2762,0.3126,0.2749,100000,11963,9862,2561,9366,66.756,85.761
regress,	0.2,1.4,0.1,1000,27.6546,460,0.7972,0.7971,0.7972,0.2703,0.3065,0.2768,100000,12114,9882,2143,9076,66.630,85.687
regress,	0.2,1.4,0.1,1000,28.0190,465,0.7924,0.7923,0.7924,0.2713,0.3068,0.2816,100000,12051,9857,2121,9087,66.595,85.833
regress,	0.2,1.4,0.1,1000,31.3629,527,0.7754,0.7754,0.7755,0.2707,0.3040,0.2733,100000,12025,9860,1459,8548,66.651,85.450
regress,	0.2,1.4,0.1,1000,29.4579,488,0.8079,0.8078,0.8079,0.2739,0.3121,0.2735,100000,11994,9891,1861,8873,66.860,85.643
regress,	0.2,1.4,0.1,1000,35.7507,599,0.8056,0.8056,0.8057,0.2765,0.3131,0.2733,100000,11877,9870,2366,9135,66.929,85.181
regress,	0.2,1.4,0.1,1000,34.1137,572,0.8009,0.8008,0.8009,0.2759,0.3084,0.2759,100000,12078,9867,2056,8915,66.607,85.113
regress,	0.2,1.4,0.1,1000,26.3463,438,0.8007,0.8006,0.8007,0.2747,0.3108,0.2730,100000,12123,9876,2738,9344,66.585,85.009
regress,	0.2,1.4,0.1,1000,30.7612,511,0.8135,0.8135,0.8136,0.2759,0.3092,0.2778,100000,12056,9880,2086,8989,66.708,85.416
regress,	0.2,1.4,0.1,1000,30.2996,500,0.7945,0.7945,0.7946,0.2801,0.3125,0.2775,100000,12148,9876,1790,8718,66.548,85.047
regress,	0.2,1.4,0.1,1000,30.3793,505,0.8126,0.8125,0.8126,0.2734,0.3030,0.2756,100000,12080,9895,1766,8703,66.750,85.058
regress,	0.2,1.4,0.1,1000,26.4520,441,0.8077,0.8077,0.8078,0.2809,0.3134,0.2787,100000,11995,9867,1827,8761,66.733,85.143
regress,	0.2,1.4,0.1,1000,29.7430,494,0.8040,0.8039,0.8040,0.2751,0.3088,0.2839,100000,11937,9878,2303,9199,66.879,85.774
binary_softmax,	0.2,1.4,0.1,1000,23.7139,390,0.7811,0.7810,0.7811,0.2735,0.3077,0.2761,100000,12139,9878,1667,8682,66.572,85.344
binary_softmax,	0.2,1.4,0.1,1000,28.2222,466,0.8062,0.8061,0.8062,0.2745,0.3123,0.2834,100000,11960,9870,1569,8594,66.802,85.248
binary_softmax,	0.2,1.4,0.1,1000,28.5932,470,0.7850,0.7849,0.7850,0.2749,0.3104,0.2804,100000,12073,9867,1586,8533,66.614,84.827
binary_softmax,	0.2,1.4,0.1,1000,28.2647,469,0.8065,0.8065,0.8065,0.2727,0.3052,0.2935,100000,12080,9884,1466,8563,66.693,85.506
binary_softmax,	0.2,1.4,0.1,1000,28.8229,479,0.8144,0.8143,0.8144,0.2732,0.3111,0.2748,100000,11985,9862,1489,8525,66.722,85.190
binary_softmax,	0.2,1.4,0.1,1000,30.4490,504,0.7996,0.7996,0.7996,0.2744,0.3118,0.2740,100000,12006,9874,1379,8492,66.753,85.473
binary_softmax,	0.2,1.4,0.1,1000,30.8722,507,0.7861,0.7860,0.7861,0.2735,0.3088,0.2732,100000,12008,9869,1519,8554,66.724,85.229
binary_softmax,	0.2,1.4,0.1,1000,27.5875,454,0.8130,0.8130,0.8131,0.2691,0.3114,0.2742,100000,12099,9882,1479,8488,66.653,85.020
binary_softmax,	0.2,1.4,0.1,1000,26.3049,432,0.8034,0.8033,0.8034,0.2775,0.3092,0.2817,100000,12122,9885,1418,8410,66.634,84.833
binary_softmax,	0.2,1.4,0.1,1000,28.6835,473,0.8067,0.8067,0.8068,0.2741,0.3092,0.2786,100000,11901,9885,1337,8461,66.971,85.478
binary_softmax,	0.2,1.4,0.1,1000,29.6931,485,0.8119,0.8119,0.8119,0.2733,0.3067,0.2711,100000,11972,9864,1455,8511,66.752,85.255
binary_softmax,	0.2,1.4,0.1,1000,30.7210,505,0.8126,0.8125,0.8126,0.2747,0.3092,0.2712,100000,12178,9900,1404,8449,66.628,85.118
binary_softmax,	0.2,1.4,0.1,1000,27.4123,453,0.7980,0.7979,0.7980,0.2694,0.3039,0.2940,100000,12025,9891,1766,8672,66.813,84.881
binary_softmax,	0.2,1.4,0.1,1000,26.3748,435,0.7918,0.7917,0.7918,0.2737,0.3078,0.2724,100000,12090,9883,1543,8564,66.672,85.185
binary_softmax,	0.2,1.4,0.1,1000,27.7947,456,0.7974,0.7973,0.7974,0.2720,0.3108,0.2780,100000,12027,9882,1712,8670,66.763,85.090
binary_softmax,	0.2,1.4,0.1,1000,26.1098,432,0.8045,0.8044,0.8045,0.2757,0.3103,0.2806,100000,11917,9865,1537,8469,66.842,84.665
binary_softmax,	0.2,1.4,0.1,1000,28.3027,463,0.7978,0.7977,0.7978,0.2719,0.3102,0.2756,100000,12279,9898,1598,8560,66.465,84.932
binary_softmax,	0.2,1.4,0.1,1000,26.9298,446,0.8010,0.8009,0.8010,0.2745,0.3091,0.2782,100000,12067,9877,1665,8642,66.676,85.123
binary_softmax,	0.2,1.4,0.1,1000,29.1059,478,0.8018,0.8017,0.8018,0.2723,0.3084,0.2690,100000,12063,9867,1564,8602,66.629,85.315
binary_softmax,	0.2,1.4,0.1,1000,29.8406,493,0.7949,0.7948,0.7949,0.2784,0.3126,0.2755,100000,12078,9871,1806,8753,66.628,85.182
relegator,	0.2,1.4,0.1,1000,29.5758,407,0.7659,0.7658,0.7659,0.3587,0.3976,0.3576,100000,12309,9879,1373,8391,66.321,84.918
relegator,	0.2,1.4,0.1,1000,30.0030,415,0.7704,0.7703,0.7705,0.3651,0.4067,0.3533,100000,12040,9874,1396,8489,66.701,85.382
relegator,	0.2,1.4,0.1,1000,28.0090,386,0.7663,0.7662,0.7664,0.3558,0.3969,0.3565,100000,11958,9870,1355,8400,66.805,85.048
relegator,	0.2,1.4,0.1,1000,28.1602,389,0.7716,0.7715,0.7716,0.3516,0.3894,0.3445,100000,11949,9873,1300,8397,66.835,85.272
relegator,	0.2,1.4,0.1,1000,26.9211,373,0.7735,0.7734,0.7735,0.3573,0.3935,0.3568,100000,12011,9879,1509,8455,66.771,84.703
relegator,	0.2,1.4,0.1,1000,27.3979,378,0.7560,0.7559,0.7561,0.3587,0.3990,0.3555,100000,11933,9882,1362,8427,66.906,85.173
relegator,	0.2,1.4,0.1,1000,28.8995,399,0.7697,0.7696,0.7698,0.3544,0.3934,0.3493,100000,12082,9857,1148,8266,66.548,85.194
relegator,	0.2,1.4,0.1,1000,26.4150,364,0.7832,0.7831,0.7833,0.3603,0.3991,0.3597,100000,12039,9883,1280,8316,66.750,84.893
relegator,	0.2,1.4,0.1,1000,29.7094,408,0.7711,0.7710,0.7711,0.3584,0.3974,0.3545,100000,12084,9894,1307,8441,66.739,85.494
relegator,	0.2,1.4,0.1,1000,30.5014,423,0.7474,0.7472,0.7474,0.3524,0.3951,0.3479,100000,12241,9833,1129,8166,66.183,84.700
relegator,	0.2,1.4,0.1,1000,25.6230,351,0.7816,0.7815,0.7817,0.3601,0.4007,0.3602,100000,12041,9870,1461,8522,66.679,85.293
relegator,	0.2,1.4,0.1,1000,29.7150,410,0.7728,0.7727,0.7728,0.3608,0.4047,0.3497,100000,12122,9871,1443,8462,66.561,85.025
relegator,	0.2,1.4,0.1,1000,29.4923,406,0.7896,0.7895,0.7896,0.3632,0.4046,0.3500,100000,12111,9877,1209,8381,66.609,85.583
relegator,	0.2,1.4,0.1,1000,26.5229,366,0.7723,0.7722,0.7723,0.3610,0.4016,0.3621,100000,12023,9883,1387,8447,66.774,85.180
relegator,	0.2,1.4,0.1,1000,29.0386,401,0.7356,0.7355,0.7357,0.3617,0.4017,0.3560,100000,11940,9887,1257,8215,66.922,84.409
relegator,	0.2,1.4,0.1,1000,28.9681,394,0.7721,0.7720,0.7721,0.3599,0.3978,0.3618,100000,12108,9872,1337,8378,66.587,85.000
relegator,	0.2,1.4,0.1,1000,30.9210,429,0.7724,0.7724,0.7725,0.3587,0.4019,0.3476,100000,11961,9879,1237,8249,66.848,84.695
relegator,	0.2,1.4,0.1,1000,25.3036,349,0.7643,0.7641,0.7643,0.3589,0.3956,0.3639,100000,12142,9877,1474,8554,66.562,85.420
relegator,	0.2,1.4,0.1,1000,26.7103,369,0.7877,0.7876,0.7877,0.3530,0.3953,0.3584,100000,12078,9860,1553,8549,66.570,85.057
relegator,	0.2,1.4,0.1,1000,34.7016,483,0.7866,0.7866,0.7867,0.3518,0.3927,0.3477,100000,12138,9890,1328,8391,66.636,85.114
relegator_factor,	0.2,1.4,0.1,1000,26.9854,378,0.6775,0.6773,0.6776,0.0242,0.0292,0.0250,100000,12019,9877,1068,8144,66.749,84.852
relegator_factor,	0.2,1.4,0.1,1000,32.0964,450,0.7756,0.7755,0.7756,0.0228,0.0266,0.0225,100000,11968,9866,1030,8051,66.769,84.486
relegator_factor,	0.2,1.4,0.1,1000,36.8313,517,0.7657,0.7656,0.7658,0.0226,0.0272,0.0233,100000,12096,9873,1178,8125,66.611,84.239
relegator_factor,	0.2,1.4,0.1,1000,30.4416,424,0.6874,0.6873,0.6875,0.0215,0.0265,0.0242,100000,12122,9866,1037,7933,66.535,83.761
relegator_factor,	0.2,1.4,0.1,1000,27.7342,388,0.6935,0.6933,0.6936,0.0228,0.0277,0.0211,100000,12108,9879,771,7787,66.624,84.175
relegator_factor,	0.2,1.4,0.1,1000,27.0670,378,0.7544,0.7543,0.7545,0.0222,0.0274,0.0236,100000,12266,9861,1174,8130,66.292,84.286
relegator_factor,	0.2,1.4,0.1,1000,30.0032,420,0.7658,0.7657,0.7658,0.0222,0.0269,0.0240,100000,12140,9885,1135,8151,66.607,84.586
relegator_factor,	0.2,1.4,0.1,1000,26.0971,361,0.7618,0.7617,0.7619,0.0241,0.0295,0.0247,100000,12030,9872,1199,8247,66.706,84.854
relegator_factor,	0.2,1.4,0.1,1000,33.7601,474,0.6886,0.6884,0.6886,0.0225,0.0272,0.0234,100000,12176,9867,907,7907,66.458,84.222
relegator_factor,	0.2,1.4,0.1,1000,26.7451,373,0.7384,0.7382,0.7384,0.0232,0.0271,0.0213,100000,12005,9883,1019,8066,66.801,84.624
